state,year,milk_produced
Texas,1971,3239000000
Montana,1971,334000000
Idaho,1971,1550000000
Wyoming,1971,135000000
Colorado,1971,885000000
New Mexico,1971,312000000
Arizona,1971,620000000
Utah,1971,840000000
Nevada,1971,141000000
Washington,1971,2230000000
Oregon,1971,1008000000
California,1971,9710000000
Alaska,1971,17000000
Hawaii,1971,133000000
Maine,1972,638000000
New Hampshire,1972,353000000
Vermont,1972,2039000000
Massachusetts,1972,629000000
Rhode Island,1972,69000000
Connecticut,1972,643000000
New York,1972,10306000000
New Jersey,1972,645000000
Pennsylvania,1972,7031000000
Delaware,1972,132000000
Maryland,1972,1536000000
Michigan,1972,4966000000
Wisconsin,1972,19226000000
Minnesota,1972,9580000000
Ohio,1972,4573000000
Indiana,1972,2454000000
Illinois,1972,2838000000
Iowa,1972,4400000000
Missouri,1972,3025000000
North Dakota,1972,994000000
South Dakota,1972,1591000000
Nebraska,1972,1610000000
Kansas,1972,1629000000
Virginia,1972,1760000000
West Virginia,1972,345000000
North Carolina,1972,1537000000
Kentucky,1972,2530000000
Tennessee,1972,2217000000
South Carolina,1972,518000000
Georgia,1972,1235000000
Florida,1972,1867000000
Alabama,1972,820000000
Mississippi,1972,993000000
Arkansas,1972,728000000
Louisiana,1972,1132000000
Oklahoma,1972,1235000000
Texas,1972,3340000000
Montana,1972,334000000
Idaho,1972,1663000000
Wyoming,1972,135000000
Colorado,1972,880000000
New Mexico,1972,326000000
Arizona,1972,640000000
Utah,1972,874000000
Nevada,1972,143000000
Washington,1972,2307000000
Oregon,1972,1005000000
California,1972,10400000000
Alaska,1972,18000000
Hawaii,1972,136000000
Maine,1973,614000000
New Hampshire,1973,337000000
Vermont,1973,1948000000
Massachusetts,1973,595000000
Rhode Island,1973,64000000
Connecticut,1973,614000000
New York,1973,9728000000
New Jersey,1973,575000000
Pennsylvania,1973,6718000000
Delaware,1973,128000000
Maryland,1973,1464000000
Michigan,1973,4636000000
Wisconsin,1973,18442000000
Minnesota,1973,9271000000
Ohio,1973,4267000000
Indiana,1973,2329000000
Illinois,1973,2673000000
Iowa,1973,4180000000
Missouri,1973,2992000000
North Dakota,1973,1044000000
South Dakota,1973,1642000000
Nebraska,1973,1542000000
Kansas,1973,1505000000
Virginia,1973,1690000000
West Virginia,1973,333000000
North Carolina,1973,1490000000
Kentucky,1973,2330000000
Tennessee,1973,2057000000
South Carolina,1973,497000000
Georgia,1973,1168000000
Florida,1973,1843000000
Alabama,1973,785000000
Mississippi,1973,950000000
Arkansas,1973,706000000
Louisiana,1973,1062000000
Oklahoma,1973,1140000000
Texas,1973,3280000000
Montana,1973,312000000
Idaho,1973,1657000000
Wyoming,1973,130000000
Colorado,1973,854000000
New Mexico,1973,318000000
Arizona,1973,737000000
Utah,1973,866000000
Nevada,1973,144000000
Washington,1973,2338000000
Oregon,1973,1008000000
California,1973,10332000000
Alaska,1973,18000000
Hawaii,1973,138000000
Maine,1974,611000000
New Hampshire,1974,329000000
Vermont,1974,1945000000
Massachusetts,1974,593000000
Rhode Island,1974,63000000
Connecticut,1974,613000000
New York,1974,9822000000
New Jersey,1974,551000000
Pennsylvania,1974,6980000000
Delaware,1974,128000000
Maryland,1974,1505000000
Michigan,1974,4350000000
Wisconsin,1974,18713000000
Minnesota,1974,9382000000
Ohio,1974,4221000000
Indiana,1974,2260000000
Illinois,1974,2522000000
Iowa,1974,4025000000
Missouri,1974,2989000000
North Dakota,1974,980000000
South Dakota,1974,1642000000
Nebraska,1974,1477000000
Kansas,1974,1403000000
Virginia,1974,1705000000
West Virginia,1974,350000000
North Carolina,1974,1462000000
Kentucky,1974,2370000000
Tennessee,1974,1971000000
South Carolina,1974,515000000
Georgia,1974,1190000000
Florida,1974,1875000000
Alabama,1974,708000000
Mississippi,1974,907000000
Arkansas,1974,706000000
Louisiana,1974,1059000000
Oklahoma,1974,1137000000
Texas,1974,3380000000
Montana,1974,294000000
Idaho,1974,1555000000
Wyoming,1974,123000000
Colorado,1974,866000000
New Mexico,1974,338000000
Arizona,1974,810000000
Utah,1974,925000000
Nevada,1974,167000000
Washington,1974,2312000000
Oregon,1974,1004000000
California,1974,10596000000
Alaska,1974,18000000
Hawaii,1974,139000000
Maine,1975,629000000
New Hampshire,1975,336000000
Vermont,1975,2009000000
Massachusetts,1975,601000000
Rhode Island,1975,63000000
Connecticut,1975,608000000
New York,1975,9964000000
New Jersey,1975,528000000
Pennsylvania,1975,7140000000
Delaware,1975,127000000
Maryland,1975,1550000000
Michigan,1975,4411000000
Wisconsin,1975,18900000000
Minnesota,1975,8946000000
Ohio,1975,4259000000
Indiana,1975,2210000000
Illinois,1975,2446000000
Iowa,1975,3893000000
Missouri,1975,2840000000
North Dakota,1975,917000000
South Dakota,1975,1556000000
Nebraska,1975,1431000000
Kansas,1975,1392000000
Virginia,1975,1755000000
West Virginia,1975,350000000
North Carolina,1975,1498000000
Kentucky,1975,2319000000
Tennessee,1975,2031000000
South Carolina,1975,512000000
Georgia,1975,1221000000
Florida,1975,1956000000
Alabama,1975,686000000
Mississippi,1975,876000000
Arkansas,1975,707000000
Louisiana,1975,1054000000
Oklahoma,1975,1060000000
Texas,1975,3208000000
Montana,1975,278000000
Idaho,1975,1555000000
Wyoming,1975,110000000
Colorado,1975,845000000
New Mexico,1975,366000000
Arizona,1975,840000000
Utah,1975,919000000
Nevada,1975,168000000
Washington,1975,2322000000
Oregon,1975,990000000
California,1975,10853000000
Alaska,1975,17000000
Hawaii,1975,146000000
